actual,raw_prob,phase_prob,resource_prob,rrr,overs_remaining
1,0.9840022733516536,0.99,0.999,2.6666666666666665,6.0
1,0.9845916547356803,0.99,0.999,2.4000000000000004,5.833333333333333
1,0.9845340741976475,0.99,0.999,2.4705882352941178,5.666666666666667
1,0.9863113364899871,0.99,0.999,1.4545454545454546,5.5
1,0.9863470886339658,0.99,0.999,1.5,5.333333333333333
1,0.9863102469120217,0.99,0.999,1.5483870967741935,5.166666666666667
1,0.9461542759915929,0.9550381372942593,0.999,5.8999999999999995,10.0
1,0.9475437832575222,0.9550381372942593,0.999,5.898305084745763,9.833333333333334
1,0.9173927647020105,0.887459807073955,0.9750708539350401,5.802197802197802,15.166666666666666
1,0.918348806260632,0.887459807073955,0.9767259779795909,5.8,15.0
1,0.9196956785909103,0.887459807073955,0.9783836531533334,5.797752808988764,14.833333333333334
1,0.9200155281591118,0.887459807073955,0.9767218223287313,5.863636363636363,14.666666666666666
1,0.919606333804851,0.887459807073955,0.9748420105480045,5.931034482758621,14.5
1,0.9271546524752594,0.887459807073955,0.986634751148982,5.72093023255814,14.333333333333334
1,0.9272871162118177,0.887459807073955,0.9850415484512189,5.788235294117647,14.166666666666666
1,0.9271498883744416,0.887459807073955,0.9832279255167913,5.857142857142857,14.0
1,0.9310566195315335,0.9550381372942593,0.984859769301122,5.855421686746988,13.833333333333334
1,0.9326091393048974,0.9550381372942593,0.9864938889979883,5.853658536585366,13.666666666666666
1,0.9599680018924502,0.9657534246575342,0.999,5.481481481481481,13.5
1,0.95977892240895,0.9657534246575342,0.999,5.550000000000001,13.333333333333334
1,0.9611540061825479,0.9695273631840796,0.999,5.544303797468355,13.166666666666666
1,0.9616612280998262,0.9695273631840796,0.999,5.615384615384615,13.0
1,0.9441564125432174,0.9550381372942593,0.999,5.688311688311688,12.833333333333334
1,0.9443755566767911,0.9550381372942593,0.999,5.688311688311688,12.833333333333334
1,0.9462780307062364,0.9550381372942593,0.999,5.605263157894737,12.666666666666666
1,0.9472938493793683,0.9550381372942593,0.999,5.6,12.5
1,0.9481188162335519,0.9550381372942593,0.999,5.675675675675675,12.333333333333334
1,0.9478843007357749,0.9550381372942593,0.999,5.7534246575342465,12.166666666666666
1,0.9552277160954958,0.9550381372942593,0.999,5.333333333333333,12.0
1,0.9555558506592394,0.9550381372942593,0.999,5.323943661971831,11.833333333333334
1,0.9563298949275413,0.9550381372942593,0.999,5.314285714285714,11.666666666666666
1,0.955162445434979,0.9550381372942593,0.999,5.391304347826087,11.5
1,0.9548259310104157,0.9550381372942593,0.999,5.470588235294118,11.333333333333334
1,0.9556865242115139,0.9550381372942593,0.999,5.462686567164178,11.166666666666666
1,0.9558685573864856,0.9550381372942593,0.999,5.545454545454545,11.0
1,0.9563719966878164,0.9550381372942593,0.999,5.538461538461538,10.833333333333334
1,0.9574795873323927,0.9550381372942593,0.999,5.625,10.666666666666666
1,0.9572124701471094,0.9550381372942593,0.999,5.7142857142857135,10.5
1,0.9639438345700087,0.9695273631840796,0.999,5.225806451612903,10.333333333333334
1,0.9636664575607172,0.9695273631840796,0.999,5.311475409836065,10.166666666666666
1,0.9618262431480586,0.9695273631840796,0.999,5.4,10.0
1,0.9620691846162611,0.9695273631840796,0.999,5.491525423728813,9.833333333333334
1,0.9632127841229743,0.9695273631840796,0.999,5.482758620689656,9.666666666666666
1,0.9405885312630584,0.9550381372942593,0.999,5.578947368421053,9.5
1,0.9411461820721824,0.9550381372942593,0.999,5.571428571428571,9.333333333333334
1,0.9427494481700553,0.9550381372942593,0.999,5.5636363636363635,9.166666666666666
1,0.9455993003036041,0.9550381372942593,0.999,5.666666666666666,9.0
1,0.9467262146716315,0.9550381372942593,0.999,5.660377358490566,8.833333333333334
1,0.9504852745846886,0.9550381372942593,0.999,5.653846153846153,8.666666666666666
1,0.9511992238690485,0.9550381372942593,0.999,5.647058823529411,8.5
1,0.9518147077330935,0.9550381372942593,0.999,5.76,8.333333333333334
1,0.9529300928766482,0.9550381372942593,0.999,5.63265306122449,8.166666666666666
1,0.9537000502329005,0.9550381372942593,0.999,5.625,8.0
1,0.9543731489761578,0.9550381372942593,0.999,5.617021276595745,7.833333333333333
1,0.9544222215193519,0.9550381372942593,0.999,5.617021276595745,7.833333333333333
