phase,feature,corr,abs_corr,mean,std
early_mid,death_avg_dot12_vs_venue,0.2236384302414825,0.2236384302414825,0.0004138776049371585,0.08379638512178919
early_mid,max_set_batter_exposure_vs_venue,-0.2196112033419992,0.2196112033419992,-2.2249378795307986,9.859324397735563
early_mid,death_accel_vs_mid_vs_venue,-0.21799936627299327,0.21799936627299327,-0.2928137101978182,2.780313188056049
early_mid,death_accel_vs_mid,-0.21670060838640348,0.21670060838640348,2.2183924940072735,2.6068921602050046
early_mid,avg_balls_since_wicket_vs_venue,-0.2156192987332505,0.2156192987332505,-1.0122704283723492,5.522236129776393
early_mid,max_boundary18,-0.19215035451229712,0.19215035451229712,0.5319392834137475,0.22441179160374602
early_mid,max_dot12_vs_venue,0.1811203594119412,0.1811203594119412,-0.0598384175125462,0.19587936366685724
early_mid,death_max_set_batter_exposure,-0.17565489986964195,0.17565489986964195,35.981551204819276,12.092675656081141
early_mid,death_max_set_batter_exposure_vs_venue,-0.17551881503615469,0.17551881503615469,-1.7399169469596765,12.456637174107634
early_mid,avg_pair_strength_vs_venue,-0.1712993772878407,0.1712993772878407,2.489451667212248,10.128837678064592
early_mid,max_wickets_last6,0.1445434979200363,0.1445434979200363,1.7537650602409638,0.6641087508218162
early_mid,death_accel_vs_pp,-0.14405047134385737,0.14405047134385737,1.3988000507812803,3.2100873170653488
early_mid,death_accel_vs_pp_vs_venue,-0.14379871989591522,0.14379871989591522,-1.2002510158577282,3.1739981951243417
early_mid,max_dot12,0.13936273180869044,0.13936273180869044,0.8055873792790208,0.1922448602659066
early_mid,max_wickets_last6_vs_venue,0.1386651597723521,0.1386651597723521,-0.07184516971199965,0.6556289328766168
early_mid,death_wickets,0.13587655367755827,0.13587655367755827,2.5553463855421685,1.4473645224209502
early_mid,max_balls_since_wicket_vs_venue,-0.1258409659584039,0.1258409659584039,-2.9570577761192824,14.548400948115392
early_mid,mid_max_balls_since_wicket_vs_venue,-0.12242348889688293,0.12242348889688293,-1.501938989727814,14.942795932177855
early_mid,death_wickets_vs_venue,0.11914462568961251,0.11914462568961251,-0.012969532318579115,1.5495185286471287
early_mid,mid_max_balls_since_wicket,-0.1172740069702161,0.1172740069702161,42.842243975903614,13.970171347101784
early_mid,max_balls_since_wicket,-0.11494507485170709,0.11494507485170709,45.064006024096386,13.875327572535411
early_mid,max_wickets_last12,0.11392412775584662,0.11392412775584662,2.2477409638554215,0.852819947479247
early_mid,early_mid_rr,-0.10683896439403055,0.10683896439403055,8.439807236331676,2.1011016600943235
early_mid,max_wickets_last12_vs_venue,0.08494972719954372,0.08494972719954372,-0.07682897495300525,0.8450900894513078
early_mid,early_mid_rr_vs_venue,-0.08156243280043837,0.08156243280043837,0.932888048515376,2.0066160201666348
early_mid,max_pair_strength,-0.06872402005122662,0.06872402005122662,74.47701354525243,18.421686327894882
early_mid,mid_accel_vs_pp_vs_venue,0.05897697247869341,0.05897697247869341,-0.9074373056599102,2.5381030821803883
