bucket,n,mean_pred,actual_wr,cal_error,candidate
70-80,2144,0.7517691924382361,0.886660447761194,0.13489125532295787,recent_2022_global_symmetric_platt_blend_0.75
80+,5031,0.9342513953026452,0.947326575233552,0.013075179930906788,recent_2022_global_symmetric_platt_blend_0.75
50-60,1310,0.5534526941137935,0.565648854961832,0.01219616084803854,recent_2022_global_symmetric_isotonic_blend_0.25
60-70,1285,0.6468913042723489,0.7206225680933852,0.07373126382103634,recent_2022_global_symmetric_isotonic_blend_0.25
70-80,2336,0.7542304760270881,0.8762842465753424,0.12205377054825428,recent_2022_global_symmetric_isotonic_blend_0.25
80+,5116,0.9393385978903412,0.9474198592650508,0.008081261374709547,recent_2022_global_symmetric_isotonic_blend_0.25
50-60,1260,0.5521771327106515,0.5626984126984127,0.0105212799877612,recent_2022_global_symmetric_isotonic_blend_0.50
60-70,1312,0.643830843805915,0.7157012195121951,0.07187037570628008,recent_2022_global_symmetric_isotonic_blend_0.50
70-80,2442,0.7512945409897256,0.8783783783783784,0.1270838373886528,recent_2022_global_symmetric_isotonic_blend_0.50
80+,5033,0.9372590616762496,0.9473475064573813,0.010088444781131689,recent_2022_global_symmetric_isotonic_blend_0.50
50-60,1141,0.5475165917115533,0.5696757230499562,0.02215913133840286,recent_2022_global_symmetric_isotonic_blend_0.75
60-70,1431,0.6400970582336809,0.6974143955276031,0.05731733729392219,recent_2022_global_symmetric_isotonic_blend_0.75
70-80,2923,0.755138697739773,0.8850496065685939,0.12991090882882084,recent_2022_global_symmetric_isotonic_blend_0.75
80+,4552,0.9474710045146252,0.9503514938488576,0.002880489334232461,recent_2022_global_symmetric_isotonic_blend_0.75
