segment,variant,fold,feature,importance
innings_1_death,baseline,2,inn1_pp_runs,0.0
innings_1_death,baseline,2,venue_chase_success,0.04861919954419136
innings_1_death,baseline,2,batting_won_toss,0.03932919725775719
innings_1_death,baseline,3,expected_final_score,0.11531519889831543
innings_1_death,baseline,3,resource_win_prob,0.16901613771915436
innings_1_death,baseline,3,score_vs_par,0.032293159514665604
innings_1_death,baseline,3,dls_pressure_index,0.015151827596127987
innings_1_death,baseline,3,projected_vs_venue_avg,0.05437557026743889
innings_1_death,baseline,3,projected_score,0.14330416917800903
innings_1_death,baseline,3,is_powerplay,0.0
innings_1_death,baseline,3,score_per_wicket,0.04079553857445717
innings_1_death,baseline,3,run_rate_diff,0.0
innings_1_death,baseline,3,required_run_rate,0.0
innings_1_death,baseline,3,chase_difficulty,0.0
innings_1_death,baseline,3,wickets_times_balls,0.02096155658364296
innings_1_death,baseline,3,pressure_index,0.030977966263890266
innings_1_death,baseline,3,team_strength_diff,0.03932269662618637
innings_1_death,baseline,3,rrr_times_wickets,0.0
innings_1_death,baseline,3,overs_remaining,0.016417711973190308
innings_1_death,baseline,3,batting_team_win_rate,0.032750584185123444
innings_1_death,baseline,3,bowling_team_win_rate,0.03947875276207924
innings_1_death,baseline,3,batting_team_situation_wr,0.03644479438662529
innings_1_death,baseline,3,situation_advantage,0.03557823598384857
innings_1_death,baseline,3,boundary_pct_last_18,0.014978847466409206
innings_1_death,baseline,3,bowling_team_situation_wr,0.03377314284443855
innings_1_death,baseline,3,runs_last_12,0.0195784792304039
innings_1_death,baseline,3,runs_last_18,0.018882833421230316
innings_1_death,baseline,3,wickets_last_12,0.0215778686106205
innings_1_death,baseline,3,inn1_defendability,0.0
innings_1_death,baseline,3,target_above_par,0.0
innings_1_death,baseline,3,inn1_wickets_lost,0.0
innings_1_death,baseline,3,inn1_death_rr,0.0
innings_1_death,baseline,3,inn1_pp_runs,0.0
innings_1_death,baseline,3,venue_chase_success,0.0373050682246685
innings_1_death,baseline,3,batting_won_toss,0.03171985596418381
innings_1_death,baseline,4,expected_final_score,0.08065184205770493
innings_1_death,baseline,4,resource_win_prob,0.2743755578994751
innings_1_death,baseline,4,score_vs_par,0.04473865404725075
innings_1_death,baseline,4,dls_pressure_index,0.02225448191165924
innings_1_death,baseline,4,projected_vs_venue_avg,0.06336746364831924
innings_1_death,baseline,4,projected_score,0.09031523764133453
innings_1_death,baseline,4,is_powerplay,0.0
innings_1_death,baseline,4,score_per_wicket,0.031302765011787415
innings_1_death,baseline,4,run_rate_diff,0.0
innings_1_death,baseline,4,required_run_rate,0.0
innings_1_death,baseline,4,chase_difficulty,0.0
innings_1_death,baseline,4,wickets_times_balls,0.015017314814031124
innings_1_death,baseline,4,pressure_index,0.031715746968984604
innings_1_death,baseline,4,team_strength_diff,0.03228332847356796
innings_1_death,baseline,4,rrr_times_wickets,0.0
innings_1_death,baseline,4,overs_remaining,0.011406462639570236
innings_1_death,baseline,4,batting_team_win_rate,0.03325396776199341
innings_1_death,baseline,4,bowling_team_win_rate,0.03652680665254593
